company,tier,primary_source,valuation_b_latest,valuation_usd,funding_original_usd,funding_audited_usd,funding_audit_flag,industry_raw,industry_group,country,continent,city,founded_year,date_joined_unicorn,unicorn_year,era,years_to_unicorn,years_to_unicorn_flag,outcome,investors,investor_count,accelerator,in_yc,in_techstars,in_500global,valuation_asof,exit_date,exit_reason,exit_valuation_b,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status_asof,batch,batch_year,team_size,funding_stage,date_joined_parsed,is_unicorn_history,_ingested_at,_source_file,select_investor_count,is_unicorn
Phantom,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,118000000000.0,118000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2021.0,1/31/2022,2022.0,Post-2021,1.0,,operating,"Paradigm, Andreessen Horowitz, Jump Capital",3.0,,False,False,False,2026-07,,,,118000000000.0,,,,,,,,,2022-01-31,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
LayerZero Labs,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,143000000000.0,143000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2021.0,3/30/2022,2022.0,Post-2021,1.0,,operating,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",3.0,,False,False,False,2026-07,,,,143000000000.0,,,,,,,,,2022-03-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Harvey,unicorn_current,CB Insights unicorn list (2026-07),8.0,8000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,7/23/2024,2024.0,Post-2021,,,operating,"OpenAI Startup Fund, Kleiner Perkins, Sequoia Capital",3.0,,False,True,False,2026-07,,,,,,,,,,,,,2024-07-23,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Filevine,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,Salt Lake City,,9/23/2025,2025.0,Post-2021,,,operating,"Accel, Album VC, Signal Peak Ventures",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-09-23,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Poolside,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,,10/2/2024,2024.0,Post-2021,,,operating,"Felicis, Redpoint Ventures, HSBC Venture Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-10-02,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Clio,unicorn_current,CB Insights unicorn list (2026-07),5.0,5000000000.0,386000000000.0,386000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Canada,North America,Burnaby,2008.0,4/27/2021,2021.0,2021,13.0,,operating,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",3.0,,False,False,False,2026-07,,,,386000000000.0,,,,,,,,,2021-04-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Zhipu AI,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,China,Asia,Beijing,,9/20/2023,2023.0,Post-2021,,,operating,"Qiming Venture Partners, Legend Capital, Jiangmen Venture Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2023-09-20,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Nord Security,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,Netherlands,Europe,Amsterdam,,4/7/2022,2022.0,Post-2021,,,operating,"General Catalyst, BaltCap, Novator Partners",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2022-04-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Yixia,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,775000000000.0,775000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,China,Asia,Beijing,2011.0,11/24/2015,2015.0,Pre-2021,4.0,,operating,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures",4.0,,False,False,False,2026-07,,,,775000000000.0,,,,,,,,,2015-11-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,4,1
Traveloka,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,1000000000.0,1000000000.0,ok_or_missing,Consumer & Retail,AI & Data,Indonesia,Asia,Jakarta,2012.0,1/1/2017,2017.0,Pre-2021,5.0,,operating,"Global Founders Capital, East Ventures, Expedia Inc.",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2017-01-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Monad Labs,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Financial Services,Fintech,United States,North America,New York,,4/9/2024,2024.0,Post-2021,,,operating,"HTX Ventures, Electric Capital, Coinbase Ventures",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2024-04-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
SouChe Holdings,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,1000000000.0,1000000000.0,ok_or_missing,Industrials,Hardware & Industrials,China,Asia,Hangzhou,2012.0,11/1/2017,2017.0,Pre-2021,5.0,,operating,"Morningside Ventures, Warburg Pincus, CreditEase Fintech Investment Fund",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2017-11-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
BGL Group,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,696000000000.0,696000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,United Kingdom,Europe,Peterborough,1992.0,11/24/2017,2017.0,Pre-2021,25.0,,operating,CPP Investment Board,1.0,,False,False,False,2026-07,,,,696000000000.0,,,,,,,,,2017-11-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Circle,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,711000000000.0,711000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2013.0,5/15/2018,2018.0,Pre-2021,5.0,,operating,"General Catalyst, Digital Currency Group, Accel",3.0,,False,True,False,2026-07,,,,711000000000.0,,,,,,,,,2018-05-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Zuoyebang,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,3000000000.0,3000000000.0,ok_or_missing,Consumer & Retail,AI & Data,China,Asia,Beijing,2014.0,7/18/2018,2018.0,Pre-2021,4.0,,operating,"Sequoia Capital China, Xiang He Capital, GGV Capital",3.0,,False,False,False,2026-07,,,,3000000000.0,,,,,,,,,2018-07-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Saviynt,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,El Segundo,,12/9/2025,2025.0,Post-2021,,,operating,KKR,1.0,,False,False,False,2026-07,,,,,,,,,,,,,2025-12-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
FlixMobility,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Industrials,Hardware & Industrials,Germany,Europe,Munich,,7/18/2019,2019.0,Pre-2021,,,operating,"Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2019-07-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Wildlife Studios,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,180000000000.0,180000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,Brazil,South America,Sao Paulo,2011.0,12/5/2019,2019.0,Pre-2021,8.0,,operating,"Benchmark, Bessemer Venture Partners",2.0,,False,False,False,2026-07,,,,180000000000.0,,,,,,,,,2019-12-05,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
LINKERBOT,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Industrials,Hardware & Industrials,China,Asia,Haidian District,,4/29/2026,2026.0,Post-2021,,,operating,"Ant Group, Bake Capital, Bank of China Asset Management",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2026-04-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
ApplyBoard,unicorn_current,CB Insights unicorn list (2026-07),3.2,3200000000.0,483000000000.0,483000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Canada,North America,Kitchener,2015.0,5/5/2020,2020.0,Pre-2021,5.0,,operating,"Artiman Ventures, Plug and Play Ventures, Anthos Capital",3.0,,False,False,True,2026-07,,,,483000000000.0,,,,,,,,,2020-05-05,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Forter,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,525000000000.0,525000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2013.0,11/19/2020,2020.0,Pre-2021,7.0,,operating,"Sequoia Capital Israel, Scale Venture Partners, Commerce Ventures",3.0,,False,False,False,2026-07,,,,525000000000.0,,,,,,,,,2020-11-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Calendly,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,351000000000.0,351000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Atlanta,2013.0,1/26/2021,2021.0,2021,8.0,,operating,"ICONIQ Capital, OpenView Venture Partners",2.0,,False,False,False,2026-07,,,,351000000000.0,,,,,,,,,2021-01-26,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
BlockFi,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,1000000000.0,1000000000.0,ok_or_missing,Financial Services,Fintech,United States,North America,Jersey City,2017.0,3/11/2021,2021.0,2021,4.0,,operating,"ConsenSys Ventures, Valar Ventures, PUC",3.0,,False,False,False,2026-07,,,,1000000000.0,,,,,,,,,2021-03-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
ActiveCampaign,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,360000000000.0,360000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Chicago,2003.0,4/21/2021,2021.0,2021,18.0,,operating,"Silversmith Capital Partners, Susquehanna Growth Equity, Tiger Global Management",3.0,,False,False,False,2026-07,,,,360000000000.0,,,,,,,,,2021-04-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
CMR Surgical,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,975000000000.0,975000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United Kingdom,Europe,Cambridge,2014.0,9/17/2019,2019.0,Pre-2021,5.0,,operating,"Cambridge Innovation Capital, LGT Capital Partners, Escala Capital",3.0,,False,False,False,2026-07,,,,975000000000.0,,,,,,,,,2019-09-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Lucid Software,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,,,missing_funding,Enterprise Tech,Enterprise Software,United States,North America,South Jordan,,6/29/2021,2021.0,2021,,,operating,"Spectrum Equity, ICONIQ Capital, Grayhawk Capital",3.0,,False,False,True,2026-07,,,,,,,,,,,,,2021-06-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Age of Learning,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,500000000000.0,500000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Glendale,2007.0,5/3/2016,2016.0,Pre-2021,9.0,,operating,Iconiq Capital,1.0,,False,False,False,2026-07,,,,500000000000.0,,,,,,,,,2016-05-03,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Zetwerk,unicorn_current,CB Insights unicorn list (2026-07),3.1,3100000000.0,543000000000.0,543000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,India,Asia,Bengaluru,2018.0,8/20/2021,2021.0,2021,3.0,,operating,"Peak XV Partners, Greenoaks, Kae Capital",3.0,,False,False,False,2026-07,,,,543000000000.0,,,,,,,,,2021-08-20,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Carbon Health,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,523000000000.0,523000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,San Francisco,2015.0,7/21/2021,2021.0,2021,6.0,,operating,"Brookfield Asset Management, Blackstone, Data Collective",3.0,,False,False,True,2026-07,,,,523000000000.0,,,,,,,,,2021-07-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Contentful,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,333000000000.0,333000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Germany,Europe,Berlin,2013.0,7/28/2021,2021.0,2021,8.0,,operating,"Balderton Capital, General Catalyst, Tiger Global Management",3.0,,False,False,False,2026-07,,,,333000000000.0,,,,,,,,,2021-07-28,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
LaunchDarkly,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,330000000000.0,330000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Oakland,2014.0,8/10/2021,2021.0,2021,7.0,,operating,"Uncork Capital, Threshold Ventures, Bloomberg Beta",3.0,,False,False,False,2026-07,,,,330000000000.0,,,,,,,,,2021-08-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Seismic,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,427000000000.0,427000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Diego,2010.0,12/18/2018,2018.0,Pre-2021,8.0,,operating,"Jackson Square Ventures, General Atlantic, Lightspeed Venture Partners",3.0,,False,False,False,2026-07,,,,427000000000.0,,,,,,,,,2018-12-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Sky Mavis,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,311000000000.0,311000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,Singapore,Asia,,2019.0,10/4/2021,2021.0,2021,2.0,,operating,"Fabric Ventures, 500 Global, Standard Crypto",3.0,,False,False,False,2026-07,,,,311000000000.0,,,,,,,,,2021-10-04,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Outschool,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,240000000000.0,240000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,San Francisco,2015.0,4/14/2021,2021.0,2021,6.0,,operating,"Uniion Square Ventures, Tiger Global Management, Lightspeed Venture Capital",3.0,,True,False,False,2026-07,,,,240000000000.0,,,,,,,,,2021-04-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
TradingView,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,339000000000.0,339000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Westerville,2011.0,10/14/2021,2021.0,2021,10.0,,operating,"Tiger Global Management, Insight Partners, Jump Capital",3.0,,False,True,False,2026-07,,,,339000000000.0,,,,,,,,,2021-10-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Podium,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,419000000000.0,419000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Lehi,2014.0,4/7/2020,2020.0,Pre-2021,6.0,,operating,"Accel, Summit Partners, Google Ventures",3.0,,True,False,False,2026-07,,,,419000000000.0,,,,,,,,,2020-04-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Rokt,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,487000000000.0,487000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,New York,2012.0,12/16/2021,2021.0,2021,9.0,,operating,"Square Peg Capital, TDM Growth Partners, Tiger Global Management",3.0,,False,False,False,2026-07,,,,487000000000.0,,,,,,,,,2021-12-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Via,unicorn_current,CB Insights unicorn list (2026-07),3.5,3500000000.0,777000000000.0,777000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,New York,2012.0,3/30/2020,2020.0,Pre-2021,8.0,,operating,"83North, RiverPark Ventures, Pitango Venture Capital",3.0,,False,False,False,2026-07,,,,777000000000.0,,,,,,,,,2020-03-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Anchorage Digital,unicorn_current,CB Insights unicorn list (2026-07),4.2,4200000000.0,487000000000.0,487000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2017.0,12/15/2021,2021.0,2021,4.0,,operating,"Andreessen Horowitz, Blockchain Capital, Lux Capital",3.0,,False,False,False,2026-07,,,,487000000000.0,,,,,,,,,2021-12-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Inxeption,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,187000000000.0,187000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,San Francisco,2017.0,1/13/2022,2022.0,Post-2021,5.0,,operating,"Coatue Management, BMO Capital, Schonfeld Strategic Advisors",3.0,,False,False,False,2026-07,,,,187000000000.0,,,,,,,,,2022-01-13,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Lattice,unicorn_current,CB Insights unicorn list (2026-07),3.0,3000000000.0,329000000000.0,329000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2015.0,3/23/2021,2021.0,2021,6.0,,operating,"Khosla Ventures, Thrive Capital, Y Combinator",3.0,,True,False,False,2026-07,,,,329000000000.0,,,,,,,,,2021-03-23,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Flutterwave,unicorn_current,CB Insights unicorn list (2026-07),3.2,3200000000.0,474000000000.0,474000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2016.0,3/9/2021,2021.0,2021,5.0,,operating,"Green Visor Capital, CRE Venture Capital, Greycroft",3.0,,True,False,False,2026-07,,,,474000000000.0,,,,,,,,,2021-03-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
